tree_sample_id	genome_record_id	country_iso3	country_name	collection_lower	collection_upper	collection_upper_effective	temporal_consistency_status	date_resolution	year	month	project_id	run_accession	biosample_accession	assembly_accession	sequence_acquisition	primary_model_lineage_id	display_lineage	epidemic_period	public_date	public_date_source	ena_first_public_date	assembly_release_date	public_route	subnational_location	location_source	location_resolution	nas_snapshot_record_id	lag_from_collection_lower_days	lag_from_collection_upper_days	lag_min_days	lag_max_days	first_post2022_month_above_2019_max	post2022_peak_month	public_lead_to_2019max_threshold_days	public_lead_to_post2022_peak_days	collection_lead_to_2019max_threshold_days	collection_lead_to_post2022_peak_days	country_label
JPN__SAMD00892036	JPN::SAMD00892036	JPN	Japan	2025-01-15	2025-01-15	2025-01-15	ok	day	2025	1	PRJDB20413	DRR902021	SAMD00892036	GCA_054656515	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892036	117	117	117	117	2025-03-01	2025-06-01	-72	20	45	137	Japan
JPN__SAMD00892039	JPN::SAMD00892039	JPN	Japan	2025-01-24	2025-01-24	2025-01-24	ok	day	2025	1	PRJDB20413	DRR902024	SAMD00892039	GCA_054656375	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892039	108	108	108	108	2025-03-01	2025-06-01	-72	20	36	128	Japan
JPN__SAMD00892040	JPN::SAMD00892040	JPN	Japan	2025-01-22	2025-01-22	2025-01-22	ok	day	2025	1	PRJDB20413	DRR902025	SAMD00892040	GCA_054656335	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892040	110	110	110	110	2025-03-01	2025-06-01	-72	20	38	130	Japan
JPN__SAMD00892042	JPN::SAMD00892042	JPN	Japan	2025-01-25	2025-01-25	2025-01-25	ok	day	2025	1	PRJDB20413	DRR902027	SAMD00892042	GCA_054656255	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892042	107	107	107	107	2025-03-01	2025-06-01	-72	20	35	127	Japan
JPN__SAMD00892045	JPN::SAMD00892045	JPN	Japan	2025-02-03	2025-02-03	2025-02-03	ok	day	2025	2	PRJDB20413	DRR902030	SAMD00892045	GCA_054656135	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892045	98	98	98	98	2025-03-01	2025-06-01	-72	20	26	118	Japan
JPN__SAMD00892046	JPN::SAMD00892046	JPN	Japan	2025-02-03	2025-02-03	2025-02-03	ok	day	2025	2	PRJDB20413	DRR902031	SAMD00892046	GCA_054656075	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892046	98	98	98	98	2025-03-01	2025-06-01	-72	20	26	118	Japan
JPN__SAMD00892047	JPN::SAMD00892047	JPN	Japan	2025-02-07	2025-02-07	2025-02-07	ok	day	2025	2	PRJDB20413	DRR902032	SAMD00892047	GCA_054656035	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892047	94	94	94	94	2025-03-01	2025-06-01	-72	20	22	114	Japan
JPN__SAMD00892048	JPN::SAMD00892048	JPN	Japan	2025-01-30	2025-01-30	2025-01-30	ok	day	2025	1	PRJDB20413	DRR902033	SAMD00892048	GCA_054656015	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892048	102	102	102	102	2025-03-01	2025-06-01	-72	20	30	122	Japan
JPN__SAMD00892049	JPN::SAMD00892049	JPN	Japan	2025-02-06	2025-02-06	2025-02-06	ok	day	2025	2	PRJDB20413	DRR902034	SAMD00892049	GCA_054655955	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892049	95	95	95	95	2025-03-01	2025-06-01	-72	20	23	115	Japan
JPN__SAMD00892050	JPN::SAMD00892050	JPN	Japan	2025-01-28	2025-01-28	2025-01-28	ok	day	2025	1	PRJDB20413	DRR902035	SAMD00892050	GCA_054655915	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892050	104	104	104	104	2025-03-01	2025-06-01	-72	20	32	124	Japan
JPN__SAMD00892052	JPN::SAMD00892052	JPN	Japan	2025-02-03	2025-02-03	2025-02-03	ok	day	2025	2	PRJDB20413	DRR902037	SAMD00892052	GCA_054655855	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892052	98	98	98	98	2025-03-01	2025-06-01	-72	20	26	118	Japan
JPN__SAMD00892053	JPN::SAMD00892053	JPN	Japan	2025-02-03	2025-02-03	2025-02-03	ok	day	2025	2	PRJDB20413	DRR902038	SAMD00892053	GCA_054655795	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-05-12	ncbi_assembly_release;ncbi_assembly_release	2026-01-27	2025-05-12	ncbi_assembly_first	Okinawa	ena_country	subnational	JPN__SAMD00892053	98	98	98	98	2025-03-01	2025-06-01	-72	20	26	118	Japan
JPN__SAMD00920282	JPN::SAMD00920282	JPN	Japan	2025-01-01	2025-12-31	2025-12-31	ok	year	2025	NA	PRJDB34249	DRR900588	SAMD00920282	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD00920282	389	25	25	389	2025-03-01	2025-06-01	-330	-238	59	151	Japan
JPN__SAMD01593375	JPN::SAMD01593375	JPN	Japan	2025-01-21	2025-01-21	2025-01-21	ok	day	2025	1	PRJDB35593	DRR707967	SAMD01593375	GCA_055542695	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593375	323	323	323	323	2025-03-01	2025-06-01	-284	-192	39	131	Japan
JPN__SAMD01593376	JPN::SAMD01593376	JPN	Japan	2025-01-16	2025-01-16	2025-01-16	ok	day	2025	1	PRJDB35593	DRR705534	SAMD01593376	GCA_055384595	ncbi_assembly_download	L1_02.07	MT28-associated genomic lineage	resurgence	2025-12-10	ncbi_assembly_release;ncbi_assembly_release	2025-12-21	2025-12-10	ncbi_assembly_first	Osaka	ena_country	subnational	JPN__SAMD01593376	328	328	328	328	2025-03-01	2025-06-01	-284	-192	44	136	Japan
JPN__SAMD01697899	JPN::SAMD01697899	JPN	Japan	2025-05-01	2025-05-01	2025-05-01	ok	day	2025	5	PRJDB37898	DRR902039	SAMD01697899	RRASM_DRR902039	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697899	271	271	271	271	2025-03-01	2025-06-01	-332	-240	-61	31	Japan
JPN__SAMD01697901	JPN::SAMD01697901	JPN	Japan	2025-05-19	2025-05-19	2025-05-19	ok	day	2025	5	PRJDB37898	DRR902041	SAMD01697901	NA	legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697901	253	253	253	253	2025-03-01	2025-06-01	-332	-240	-79	13	Japan
JPN__SAMD01697902	JPN::SAMD01697902	JPN	Japan	2025-05-19	2025-05-19	2025-05-19	ok	day	2025	5	PRJDB37898	DRR902042	SAMD01697902	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697902	253	253	253	253	2025-03-01	2025-06-01	-332	-240	-79	13	Japan
JPN__SAMD01697903	JPN::SAMD01697903	JPN	Japan	2025-05-26	2025-05-26	2025-05-26	ok	day	2025	5	PRJDB37898	DRR902043	SAMD01697903	NA	legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697903	246	246	246	246	2025-03-01	2025-06-01	-332	-240	-86	6	Japan
JPN__SAMD01697906	JPN::SAMD01697906	JPN	Japan	2025-05-26	2025-05-26	2025-05-26	ok	day	2025	5	PRJDB37898	DRR902046	SAMD01697906	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697906	246	246	246	246	2025-03-01	2025-06-01	-332	-240	-86	6	Japan
JPN__SAMD01697907	JPN::SAMD01697907	JPN	Japan	2025-05-26	2025-05-26	2025-05-26	ok	day	2025	5	PRJDB37898	DRR902047	SAMD01697907	RRASM_DRR902047	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697907	246	246	246	246	2025-03-01	2025-06-01	-332	-240	-86	6	Japan
JPN__SAMD01697909	JPN::SAMD01697909	JPN	Japan	2025-05-26	2025-05-26	2025-05-26	ok	day	2025	5	PRJDB37898	DRR902049	SAMD01697909	NA	legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697909	246	246	246	246	2025-03-01	2025-06-01	-332	-240	-86	6	Japan
JPN__SAMD01697911	JPN::SAMD01697911	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902051	SAMD01697911	NA	legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697911	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697912	JPN::SAMD01697912	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902052	SAMD01697912	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697912	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697913	JPN::SAMD01697913	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902053	SAMD01697913	RRASM_DRR902053	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697913	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697914	JPN::SAMD01697914	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902054	SAMD01697914	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697914	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697915	JPN::SAMD01697915	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902055	SAMD01697915	RRASM_DRR902055	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697915	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697916	JPN::SAMD01697916	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902056	SAMD01697916	RRASM_DRR902056	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697916	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697917	JPN::SAMD01697917	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902057	SAMD01697917	RRASM_DRR902057	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697917	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697918	JPN::SAMD01697918	JPN	Japan	2025-02-25	2025-02-25	2025-02-25	ok	day	2025	2	PRJDB37898	DRR902058	SAMD01697918	RRASM_DRR902058	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697918	336	336	336	336	2025-03-01	2025-06-01	-332	-240	4	96	Japan
JPN__SAMD01697920	JPN::SAMD01697920	JPN	Japan	2025-03-07	2025-03-07	2025-03-07	ok	day	2025	3	PRJDB37898	DRR902060	SAMD01697920	RRASM_DRR902060	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697920	326	326	326	326	2025-03-01	2025-06-01	-332	-240	-6	86	Japan
JPN__SAMD01697925	JPN::SAMD01697925	JPN	Japan	2025-04-22	2025-04-22	2025-04-22	ok	day	2025	4	PRJDB37898	DRR902065	SAMD01697925	RRASM_DRR902065	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697925	280	280	280	280	2025-03-01	2025-06-01	-332	-240	-52	40	Japan
JPN__SAMD01697929	JPN::SAMD01697929	JPN	Japan	2025-06-02	2025-06-02	2025-06-02	ok	day	2025	6	PRJDB37898	DRR902069	SAMD01697929	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697929	239	239	239	239	2025-03-01	2025-06-01	-332	-240	-93	-1	Japan
JPN__SAMD01697933	JPN::SAMD01697933	JPN	Japan	2025-06-09	2025-06-09	2025-06-09	ok	day	2025	6	PRJDB37898	DRR902073	SAMD01697933	RRASM_DRR902073	local_fasta	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697933	232	232	232	232	2025-03-01	2025-06-01	-332	-240	-100	-8	Japan
JPN__SAMD01697934	JPN::SAMD01697934	JPN	Japan	2025-06-16	2025-06-16	2025-06-16	ok	day	2025	6	PRJDB37898	DRR902074	SAMD01697934	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-27	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-27	NA	ena_read_only	Okinawa	ena_country	subnational	JPN__SAMD01697934	225	225	225	225	2025-03-01	2025-06-01	-332	-240	-107	-15	Japan
JPN__SAMD01797762	JPN::SAMD01797762	JPN	Japan	2025-05-01	2025-05-31	2025-05-31	ok	month	2025	5	PRJDB34249	DRR900590	SAMD01797762	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD01797762	269	239	239	269	2025-03-01	2025-06-01	-330	-238	-61	31	Japan
JPN__SAMD01797763	JPN::SAMD01797763	JPN	Japan	2025-07-01	2025-07-31	2025-07-31	ok	month	2025	7	PRJDB34249	DRR900591	SAMD01797763	NA	legacy_read_assembly	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD01797763	208	178	178	208	2025-03-01	2025-06-01	-330	-238	-122	-30	Japan
JPN__SAMD01797764	JPN::SAMD01797764	JPN	Japan	2025-10-01	2025-10-31	2025-10-31	ok	month	2025	10	PRJDB34249	DRR900592	SAMD01797764	NA	ena_fastq_download	L1_02.07	MT28-associated genomic lineage	resurgence	2026-01-25	ena_first_public_biosample_accession;ena_first_public_run;ena_first_public_sample_accession	2026-01-25	NA	ena_read_only	Tottori	ena_country	subnational	JPN__SAMD01797764	116	86	86	116	2025-03-01	2025-06-01	-330	-238	-214	-122	Japan
